target_length,target_depth,iter_no,bug_line_number,bug_type,pred_bug_line_number,pred_bug_type,result
1000,0.75,7,101,missing_quotation,101,missing_quotation,True
1000,0.75,8,90,keywords_as_identifier,72,method_on_sort_object,False
1000,0.75,9,98,mismatched_bracket,98,missing_parenthesis,False
1000,0.75,10,91,missing_comma,91,missing_comma,True
1000,0.75,11,89,missing_comma,79,missing_comma,False
1000,0.75,12,92,mismatched_quotation,38,missing_parenthesis,False
1000,0.75,13,101,mismatched_quotation,5,missing_parenthesis,False
1000,0.75,14,92,missing_parenthesis,92,missing_parenthesis,True
1000,0.75,15,100,keywords_as_identifier,136,missing_comma,False
1000,0.75,16,93,mismatched_quotation,93,missing_quotation,False
1000,0.75,17,101,mismatched_bracket,101,missing_parenthesis,False
1000,0.75,18,90,missing_colon,90,missing_parenthesis,False
1000,0.75,19,94,mismatched_bracket,94,missing_parenthesis,False
1000,0.75,20,90,missing_parenthesis,90,missing_parenthesis,True
1000,0.75,21,95,missing_quotation,95,missing_quotation,True
1000,0.75,22,96,missing_colon,96,missing_colon,True
1000,0.75,23,97,missing_comma,97,missing_comma,True
1000,0.75,24,97,mismatched_bracket,97,mismatched_bracket,True
1000,1.0,0,137,keywords_as_identifier,137,keywords_as_identifier,True
1000,1.0,1,124,missing_colon,24,missing_colon,False
1000,1.0,2,120,keywords_as_identifier,126,missing_colon,False
1000,1.0,3,139,mismatched_bracket,139,missing_parenthesis,False
1000,1.0,4,129,mismatched_quotation,128,mismatched_quotation,False
1000,1.0,5,131,missing_parenthesis,131,missing_parenthesis,True
1000,1.0,6,131,missing_quotation,131,missing_quotation,True
1000,1.0,7,127,missing_colon,127,missing_colon,True
1000,1.0,8,130,missing_comma,30,missing_parenthesis,False
1000,1.0,9,124,missing_parenthesis,124,missing_parenthesis,True
1000,1.0,10,126,missing_parenthesis,126,missing_parenthesis,True
1000,1.0,11,130,mismatched_quotation,30,missing_bracket,False
1000,1.0,12,119,missing_colon,119,missing_colon,True
1000,1.0,13,124,missing_parenthesis,124,missing_parenthesis,True
1000,1.0,14,134,mismatched_bracket,134,missing_colon,False
1000,1.0,15,129,missing_colon,129,missing_colon,True
1000,1.0,16,124,keywords_as_identifier,124,missing_parenthesis,False
1000,1.0,17,137,mismatched_quotation,136,missing_quotation,False
1000,1.0,18,132,missing_quotation,132,mismatched_quotation,False
1000,1.0,19,117,missing_colon,117,missing_colon,True
1000,1.0,20,131,missing_quotation,123,missing_quotation,False
1000,1.0,21,129,mismatched_bracket,129,mismatched_bracket,True
1000,1.0,22,138,missing_quotation,45,missing_parenthesis,False
1000,1.0,23,124,missing_comma,24,missing_comma,False
1000,1.0,24,127,missing_quotation,127,missing_quotation,True
2000,0.0,0,1,missing_parenthesis,1,missing_parenthesis,True
2000,0.0,1,1,missing_comma,4,missing_parenthesis,False
2000,0.0,2,1,missing_colon,261,missing_parenthesis,False
2000,0.0,3,4,missing_quotation,4,missing_parenthesis,False
2000,0.0,4,3,keywords_as_identifier,3,keywords_as_identifier,True
2000,0.0,5,1,missing_colon,4,missing_parenthesis,False
2000,0.0,6,4,mismatched_quotation,4,missing_parenthesis,False
2000,0.0,7,3,missing_colon,254,keywords_as_identifier,False
2000,0.0,8,2,missing_colon,58,missing_comma,False
2000,0.0,9,2,mismatched_quotation,2,mismatched_quotation,True
2000,0.0,10,2,missing_comma,2,missing_comma,True
2000,0.0,11,3,missing_colon,4,missing_parenthesis,False
2000,0.0,12,4,missing_comma,5,missing_comma,False
2000,0.0,13,1,missing_comma,1,missing_comma,True
2000,0.0,14,1,keywords_as_identifier,4,missing_parenthesis,False
2000,0.0,15,5,missing_quotation,5,missing_parenthesis,False
2000,0.0,16,6,missing_colon,6,missing_colon,True
2000,0.0,17,5,missing_parenthesis,5,missing_parenthesis,True
2000,0.0,18,4,keywords_as_identifier,8,missing_parenthesis,False
2000,0.0,19,1,missing_colon,4,missing_parenthesis,False
2000,0.0,20,1,missing_comma,4,missing_parenthesis,False
2000,0.0,21,1,mismatched_bracket,1,mismatched_bracket,True
2000,0.0,22,2,mismatched_quotation,2,missing_quotation,False
2000,0.0,23,2,missing_comma,2,missing_comma,True
2000,0.0,24,1,keywords_as_identifier,4,missing_parenthesis,False
2000,0.25,0,55,missing_comma,55,missing_comma,True
2000,0.25,1,59,missing_parenthesis,59,missing_parenthesis,True
2000,0.25,2,58,keywords_as_identifier,6,missing_parenthesis,False
2000,0.25,3,62,keywords_as_identifier,6,missing_parenthesis,False
2000,0.25,4,70,missing_quotation,68,mismatched_quotation,False
2000,0.25,5,68,missing_parenthesis,68,missing_parenthesis,True
2000,0.25,6,65,mismatched_bracket,65,mismatched_bracket,True
2000,0.25,7,68,missing_quotation,68,missing_quotation,True
2000,0.25,8,67,mismatched_quotation,66,mismatched_quotation,False
2000,0.25,9,63,mismatched_quotation,62,mismatched_quotation,False
2000,0.25,10,70,mismatched_quotation,67,mismatched_quotation,False
2000,0.25,11,65,keywords_as_identifier,6,mismatched_quotation,False
2000,0.25,12,61,keywords_as_identifier,6,missing_parenthesis,False
2000,0.25,13,67,missing_colon,67,missing_parenthesis,False
2000,0.25,14,64,missing_colon,8,missing_colon,False
2000,0.25,15,65,missing_colon,6,missing_quote,False
2000,0.25,16,74,missing_parenthesis,74,missing_parenthesis,True
2000,0.25,17,61,missing_parenthesis,61,missing_parenthesis,True
2000,0.25,18,66,missing_colon,66,missing_colon,True
2000,0.25,19,65,missing_parenthesis,65,missing_parenthesis,True
2000,0.25,20,71,keywords_as_identifier,4,missing_parenthesis,False
2000,0.25,21,62,mismatched_bracket,26,mismatched_parenthesis,False
2000,0.25,22,63,mismatched_bracket,63,mismatched_bracket,True
2000,0.25,23,66,missing_parenthesis,66,missing_parenthesis,True
2000,0.25,24,61,missing_comma,6,missing_parenthesis,False
2000,0.5,0,129,keywords_as_identifier,4,missing_parenthesis,False
2000,0.5,1,127,mismatched_bracket,127,missing_parenthesis,False
2000,0.5,2,136,keywords_as_identifier,6,mismatched_quotation,False
2000,0.5,3,136,missing_comma,136,missing_comma,True
2000,0.5,4,127,mismatched_bracket,27,missing_parenthesis,False
2000,0.5,5,128,missing_colon,128,missing_comma,False
2000,0.5,6,129,missing_colon,4,missing_parenthesis,False
2000,0.5,7,131,missing_parenthesis,131,missing_parenthesis,True
2000,0.5,8,127,mismatched_quotation,127,mismatched_quotation,True
2000,0.5,9,124,missing_quotation,4,missing_parenthesis,False
2000,0.5,10,137,missing_colon,40,missing_parenthesis,False
2000,0.5,11,138,missing_colon,138,missing_comma,False
2000,0.5,12,142,missing_quotation,142,mismatched_quotation,False
2000,0.5,13,129,keywords_as_identifier,32,missing_parenthesis,False
2000,0.5,14,125,mismatched_bracket,125,mismatched_bracket,True
2000,0.5,15,133,missing_comma,133,missing_comma,True
2000,0.5,16,133,missing_quotation,4,missing_parenthesis,False
2000,0.5,17,125,missing_parenthesis,125,missing_parenthesis,True
2000,0.5,18,129,missing_comma,129,missing_comma,True
2000,0.5,19,142,mismatched_quotation,4,missing_parenthesis,False
2000,0.5,20,134,mismatched_bracket,134,missing_parenthesis,False
2000,0.5,21,127,mismatched_quotation,126,missing_quotation,False
2000,0.5,22,136,mismatched_quotation,32,missing_parenthesis,False
2000,0.5,23,126,missing_quotation,126,mismatched_quotation,False
2000,0.5,24,131,missing_parenthesis,31,missing_parenthesis,False
2000,0.75,0,199,missing_quotation,200,missing_quotation,False
2000,0.75,1,186,missing_comma,185,missing_comma,False
2000,0.75,2,195,mismatched_bracket,195,missing_parenthesis,False
2000,0.75,3,196,missing_quotation,196,missing_quotation,True
2000,0.75,4,194,missing_quotation,194,missing_quotation,True
2000,0.75,5,194,missing_colon,194,missing_colon,True
2000,0.75,6,214,mismatched_bracket,214,mismatched_bracket,True
2000,0.75,7,187,missing_quotation,187,missing_quotation,True
2000,0.75,8,194,mismatched_bracket,194,mismatched_bracket,True
2000,0.75,9,191,missing_parenthesis,191,missing_parenthesis,True
2000,0.75,10,197,mismatched_quotation,6,mismatched_quotation,False
2000,0.75,11,201,missing_quotation,4,missing_parenthesis,False
2000,0.75,12,208,missing_comma,4,missing_parenthesis,False
2000,0.75,13,195,missing_quotation,184,missing_parenthesis,False
2000,0.75,14,199,mismatched_bracket,199,missing_parenthesis,False
2000,0.75,15,207,missing_parenthesis,207,missing_parenthesis,True
2000,0.75,16,194,keywords_as_identifier,6,mismatched_quotation,False
2000,0.75,17,198,missing_quotation,198,mismatched_quotation,False
2000,0.75,18,192,missing_comma,6,mismatched_quotation,False
2000,0.75,19,202,mismatched_quotation,200,mismatched_quotation,False
2000,0.75,20,193,keywords_as_identifier,193,missing_comma,False
2000,0.75,21,191,mismatched_quotation,4,missing_parenthesis,False
2000,0.75,22,196,missing_comma,196,missing_comma,True
2000,0.75,23,196,keywords_as_identifier,198,missing_colon,False
2000,0.75,24,198,missing_comma,198,missing_comma,True
2000,1.0,0,271,mismatched_quotation,55,mismatched_parenthesis,False
2000,1.0,1,251,missing_comma,16,missing_parenthesis,False
2000,1.0,2,261,missing_parenthesis,261,missing_parenthesis,True
2000,1.0,3,259,mismatched_quotation,259,mismatched_quotation,True
2000,1.0,4,260,missing_colon,260,missing_colon,True
2000,1.0,5,259,missing_colon,259,missing_colon,True
2000,1.0,6,255,keywords_as_identifier,4,missing_parenthesis,False
2000,1.0,7,279,missing_comma,278,missing_comma,False
2000,1.0,8,259,keywords_as_identifier,15,missing_colon,False
2000,1.0,9,256,missing_comma,255,missing_comma,False
2000,1.0,10,260,missing_colon,23,missing_parenthesis,False
2000,1.0,11,260,mismatched_bracket,260,missing_parenthesis,False
2000,1.0,12,258,missing_quotation,258,missing_quotation,True
2000,1.0,13,259,missing_quotation,259,missing_quotation,True
2000,1.0,14,279,missing_quotation,280,missing_colon,False
2000,1.0,15,272,missing_comma,272,missing_comma,True
2000,1.0,16,260,missing_colon,260,missing_colon,True
2000,1.0,17,261,mismatched_bracket,261,missing_parenthesis,False
2000,1.0,18,257,missing_colon,257,missing_colon,True
2000,1.0,19,268,mismatched_bracket,178,missing_parenthesis,False
2000,1.0,20,270,missing_quotation,270,missing_quotation,True
2000,1.0,21,253,missing_colon,253,missing_colon,True
2000,1.0,22,265,missing_comma,265,missing_comma,True
2000,1.0,23,270,missing_colon,12,missing_parenthesis,False
2000,1.0,24,258,missing_parenthesis,258,missing_parenthesis,True
4000,0.0,0,1,missing_colon,18,missing_colon,False
4000,0.0,1,2,missing_colon,2,missing_colon,True
4000,0.0,2,1,missing_parenthesis,498,missing_colon,False
4000,0.0,3,1,missing_colon,4,missing_parenthesis,False
4000,0.0,4,1,missing_colon,4,missing_parenthesis,False
4000,0.0,5,8,missing_quotation,8,missing_parenthesis,False
4000,0.0,6,1,mismatched_bracket,1,missing_bracket,False
4000,0.0,7,1,mismatched_bracket,1,missing_bracket,False
4000,0.0,8,1,keywords_as_identifier,4,missing_parenthesis,False
4000,0.0,9,1,mismatched_bracket,1,missing_bracket,False
4000,0.0,10,3,missing_parenthesis,3,missing_parenthesis,True
4000,0.0,11,5,missing_comma,5,missing_comma,True
4000,0.0,12,1,mismatched_bracket,1,missing_bracket,False
4000,0.0,13,2,missing_quotation,2,missing_parenthesis,False
4000,0.0,14,5,missing_quotation,278,missing_parenthesis,False
4000,0.0,15,1,keywords_as_identifier,5,missing_parenthesis,False
4000,0.0,16,1,missing_parenthesis,4,missing_parenthesis,False
4000,0.0,17,1,mismatched_bracket,335,keywords_as_identifier,False
4000,0.0,18,7,missing_parenthesis,7,missing_parenthesis,True
4000,0.0,19,1,mismatched_quotation,447,missing_colon,False
4000,0.0,20,4,keywords_as_identifier,4,missing_parenthesis,False
4000,0.0,21,6,mismatched_quotation,6,missing_comma,False
4000,0.0,22,1,missing_parenthesis,1,missing_parenthesis,True
4000,0.0,23,1,missing_quotation,24,missing_parenthesis,False
4000,0.0,24,1,keywords_as_identifier,384,missing_parenthesis,False
4000,0.25,0,134,missing_colon,69,missing_colon,False
4000,0.25,1,127,missing_colon,346,missing_parenthesis,False
4000,0.25,2,132,mismatched_bracket,23,missing_colon,False
4000,0.25,3,131,keywords_as_identifier,171,missing_parenthesis,False
4000,0.25,4,127,missing_quotation,37,missing_parenthesis,False
4000,0.25,5,134,mismatched_bracket,134,missing_parenthesis,False
4000,0.25,6,129,missing_comma,426,missing_colon,False
4000,0.25,7,124,mismatched_bracket,124,missing_bracket,False
4000,0.25,8,128,missing_colon,128,missing_colon,True
4000,0.25,9,127,missing_colon,6,mismatched_quotation,False
4000,0.25,10,135,missing_quotation,136,mismatched_quotation,False
4000,0.25,11,136,missing_colon,136,missing_colon,True
4000,0.25,12,132,missing_colon,132,missing_colon,True
4000,0.25,13,124,missing_parenthesis,4,missing_parenthesis,False
4000,0.25,14,130,missing_quotation,12,missing_end_quotation,False
4000,0.25,15,126,missing_colon,426,missing_comma,False
4000,0.25,16,130,missing_colon,27,missing_parenthesis,False
4000,0.25,17,129,mismatched_bracket,129,missing_parenthesis,False
4000,0.25,18,130,missing_quotation,130,missing_quotation,True
4000,0.25,19,139,missing_colon,139,missing_colon,True
4000,0.25,20,126,missing_comma,126,missing_comma,True
4000,0.25,21,126,keywords_as_identifier,497,missing_colon,False
4000,0.25,22,130,keywords_as_identifier,91,missing_quotation,False
4000,0.25,23,132,keywords_as_identifier,26,missing_parenthesis,False
4000,0.25,24,125,missing_quotation,125,missing_quotation,True
4000,0.5,0,257,missing_parenthesis,27,missing_parenthesis,False
4000,0.5,1,268,missing_comma,16,mismatched_bracket,False
4000,0.5,2,266,missing_quotation,113,missing_colon,False
4000,0.5,3,247,missing_comma,414,missing_parenthesis,False
4000,0.5,4,270,missing_parenthesis,270,missing_parenthesis,True
4000,0.5,5,265,missing_parenthesis,55,missing_parenthesis,False
4000,0.5,6,258,missing_colon,258,missing_comma,False
4000,0.5,7,259,missing_parenthesis,4,missing_parenthesis,False
4000,0.5,8,270,keywords_as_identifier,272,missing_import,False
4000,0.5,9,266,missing_quotation,4,missing_parenthesis,False
4000,0.5,10,261,missing_parenthesis,261,missing_parenthesis,True
4000,0.5,11,260,missing_parenthesis,254,missing_comma,False
4000,0.5,12,278,missing_quotation,278,missing_quotation,True
4000,0.5,13,250,missing_comma,5,missing_parenthesis,False
4000,0.5,14,265,missing_comma,265,missing_comma,True
4000,0.5,15,262,missing_parenthesis,262,missing_parenthesis,True
4000,0.5,16,275,mismatched_bracket,275,missing_parenthesis,False
4000,0.5,17,273,mismatched_bracket,273,missing_bracket,False
4000,0.5,18,278,mismatched_quotation,278,mismatched_quotation,True
4000,0.5,19,268,missing_quotation,268,missing_parenthesis,False
4000,0.5,20,269,keywords_as_identifier,302,missing_parenthesis,False
4000,0.5,21,255,keywords_as_identifier,20,missing_parenthesis,False
4000,0.5,22,265,mismatched_quotation,8,missing_parenthesis,False
4000,0.5,23,262,mismatched_quotation,4,missing_parenthesis,False
4000,0.5,24,268,missing_parenthesis,268,missing_parenthesis,True
4000,0.75,0,402,missing_parenthesis,402,missing_parenthesis,True
4000,0.75,1,408,mismatched_bracket,484,missing_parenthesis,False
